Tn,Tavg,RH_avg,ss,ff_avg
23.60,25.70,84.00,7.00,1.00
23.00,27.90,79.00,1.00,1.00
25.40,28.20,78.00,0.70,1.00
25.60,28.90,76.00,5.40,1.00
26.80,29.60,75.00,6.50,1.00
25.58,28.70,76.00,3.85,1.00
27.00,29.10,71.00,6.80,1.00
26.00,28.90,75.00,4.00,1.00
26.40,28.80,77.00,6.00,2.00
25.00,28.80,74.00,5.90,1.00
26.40,29.00,67.00,3.00,1.00
26.20,28.90,69.00,7.00,1.00
26.40,29.20,70.00,5.00,1.00
25.00,29.20,73.00,5.80,0.00
26.80,28.80,77.00,5.80,2.00
26.40,28.70,77.00,6.00,1.00
26.00,29.00,72.00,7.00,0.00
25.00,29.30,73.00,6.00,1.00
27.40,29.70,72.00,5.40,1.00
25.60,28.10,82.00,6.80,1.00
25.80,28.00,82.00,6.00,2.00
25.00,28.10,76.00,4.00,2.00
25.60,28.10,78.00,7.00,1.00
25.80,28.70,70.00,6.50,1.00
26.40,29.10,67.00,7.00,1.00
25.00,29.60,69.00,6.50,1.00
26.80,29.70,71.00,7.00,2.00
27.20,29.60,76.00,6.50,1.00
26.00,29.30,72.00,6.40,1.00
25.00,29.20,76.00,3.60,2.00
26.80,29.00,76.00,6.70,1.00
27.00,28.90,74.00,2.50,1.00
25.40,28.60,79.00,2.60,1.00
25.00,29.40,70.00,4.00,1.00
26.60,30.00,62.00,6.00,2.00
27.20,29.70,68.00,7.00,1.00
27.40,29.30,77.82,5.00,1.00
25.00,27.50,80.00,5.50,1.00
26.20,29.60,73.00,1.20,1.00
27.00,29.10,74.00,7.50,1.00
26.60,29.40,65.00,7.50,1.00
25.00,28.90,72.00,7.20,0.00
26.40,28.60,76.00,1.50,1.00
26.40,28.40,78.00,1.20,1.00
25.80,28.40,77.00,2.50,2.00
25.00,28.50,72.00,2.20,1.00
26.40,29.30,70.00,7.00,1.00
27.20,29.10,73.00,4.00,1.00
26.60,29.30,76.00,3.50,1.00
25.00,28.30,76.00,4.00,4.00
26.20,28.80,70.00,5.70,1.00
26.60,29.40,74.00,7.80,1.00
27.40,30.00,70.00,6.50,1.00
25.00,27.40,85.00,6.30,0.00
25.60,26.80,86.00,4.60,1.00
25.20,26.40,86.00,0.00,1.00
24.20,26.70,84.00,1.20,2.00
25.00,27.70,81.00,0.00,2.00
25.00,28.10,80.00,9.70,2.00
25.80,28.50,78.00,6.50,1.00
25.40,28.90,69.00,4.20,1.00
25.00,28.60,72.00,2.00,1.00
26.40,29.40,66.00,6.20,1.00
26.20,29.20,73.00,4.20,1.00
26.80,28.90,77.00,6.00,1.00
26.00,29.80,69.00,2.10,0.00
26.00,28.70,68.00,7.80,2.00
26.40,28.50,75.00,4.70,1.00
26.60,27.70,81.00,4.00,1.00
25.58,27.80,81.00,0.00,1.00
25.80,29.30,72.00,4.00,1.00
26.40,29.30,72.00,8.00,1.00
26.60,30.00,67.00,4.00,2.00
24.60,28.70,73.00,4.60,1.00
26.40,29.60,67.00,9.40,2.00
27.20,29.60,70.00,4.50,1.00
26.60,29.00,72.00,2.00,0.00
26.00,29.90,74.00,3.00,1.00
26.80,28.20,78.00,7.80,1.00
24.80,28.70,77.00,3.00,1.00
25.80,28.10,78.00,5.40,2.00
25.00,27.40,87.00,4.80,0.00
26.00,27.90,78.00,0.80,1.00
25.00,27.20,85.00,7.80,1.00
24.50,28.10,74.00,1.50,1.00
25.00,27.80,77.00,2.30,1.00
25.60,28.00,76.00,2.60,1.00
26.00,27.80,80.00,3.50,1.00
24.60,28.30,73.00,0.40,1.00
25.00,27.40,80.00,7.50,1.00
24.60,28.90,70.00,4.70,2.00
26.60,27.80,82.00,7.50,0.00
25.80,27.80,82.00,2.50,1.00
25.80,28.60,80.00,3.10,0.00
26.60,28.00,81.00,2.60,0.00
26.60,27.50,81.00,1.00,0.00
25.20,28.20,80.00,1.20,1.00
25.00,28.40,76.00,1.00,0.00
26.40,28.70,78.00,0.00,1.00
25.60,28.70,76.00,6.50,2.00
25.60,29.10,69.00,7.00,3.00
25.00,27.40,80.00,5.00,4.00
23.80,27.00,81.00,2.00,2.00
24.00,28.50,74.00,1.00,2.00
24.80,29.80,60.00,1.20,1.00
24.60,29.20,70.00,5.50,1.00
26.60,29.10,68.00,6.80,1.00
27.00,29.40,71.00,7.50,0.00
26.60,29.30,72.00,6.00,2.00
25.40,29.20,76.00,4.00,1.00
26.80,29.10,75.00,5.60,1.00
26.20,28.90,75.00,3.00,1.00
25.40,28.00,78.00,2.40,1.00
24.20,27.90,79.00,5.00,1.00
25.60,27.50,83.00,0.00,0.00
25.60,27.50,80.00,2.00,1.00
24.80,28.00,78.00,0.60,1.00
25.00,27.60,82.00,0.00,1.00
26.00,28.00,76.00,0.00,2.00
25.60,27.60,81.00,1.40,1.00
25.00,27.20,83.00,5.20,1.00
24.20,28.30,78.00,0.00,1.00
24.80,29.00,73.00,2.90,1.00
27.00,28.70,76.00,3.00,2.00
24.80,26.10,89.00,4.20,1.00
25.00,28.30,76.00,0.00,2.00
25.80,28.90,74.00,2.40,2.00
26.60,29.50,70.00,5.80,2.00
26.20,29.70,66.00,5.00,2.00
24.00,29.40,70.00,4.70,2.00
25.00,28.80,71.00,7.70,2.00
26.20,28.60,76.00,5.50,1.00
25.40,27.80,76.00,1.60,0.00
25.00,27.20,82.00,0.90,1.00
24.40,27.70,80.00,0.00,1.00
25.40,28.60,79.00,7.40,1.00
24.60,28.60,78.00,3.20,2.00
25.00,28.20,78.00,8.50,0.00
26.00,28.40,76.00,0.40,2.00
26.40,28.10,78.00,6.50,1.00
25.00,28.30,76.00,1.00,1.00
25.00,28.40,77.00,6.50,2.00
26.00,28.60,76.00,1.80,1.00
26.60,27.90,80.00,5.00,1.00
25.40,28.20,80.00,0.40,0.00
25.00,27.80,80.00,1.50,1.00
25.60,27.20,82.00,0.80,1.00
24.20,27.90,77.00,3.00,1.00
25.40,28.90,70.00,5.40,1.00
25.00,28.00,77.00,1.20,2.00
25.60,28.50,69.00,6.00,2.00
26.80,28.10,77.00,3.70,1.00
26.60,30.30,65.00,2.00,1.00
25.00,28.40,73.00,6.00,1.00
25.40,28.30,80.00,1.20,1.00
26.00,28.30,82.00,6.50,1.00
25.20,28.60,75.00,2.40,2.00
25.20,28.30,76.00,6.00,2.00
25.80,28.50,80.00,2.80,2.00
26.20,28.40,79.00,4.50,1.00
24.60,27.20,82.00,0.40,2.00
